HGNC,Gene,Disease,MONDO,GCEP,CDWG
HGNC:24124,ACTL6A,ACTL6A-related BAFopathy,MONDO:0700121,Syndromic Disorders,Other
HGNC:24124,ACTL6,ACTL6A-related BAFopathy,MONDO:0700121,Syndromic Disorders,Other
HGNC:24124,ARP4,ACTL6A-related BAFopathy,MONDO:0700121,Syndromic Disorders,Other
HGNC:24124,BAF53A,ACTL6A-related BAFopathy,MONDO:0700121,Syndromic Disorders,Other
HGNC:24124,INO80K,ACTL6A-related BAFopathy,MONDO:0700121,Syndromic Disorders,Other
HGNC:24124,SMARCN1,ACTL6A-related BAFopathy,MONDO:0700121,Syndromic Disorders,Other
HGNC:163,ACTN1,platelet-type bleeding disorder 15,MONDO:0014078,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:163,,platelet-type bleeding disorder 15,MONDO:0014078,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:164,ACTN2,ACTN2-related cardiac and skeletal myopathy,MONDO:0700349,Hereditary Cardiovascular Disease,Cardiovascular
HGNC:164,,ACTN2-related cardiac and skeletal myopathy,MONDO:0700349,Hereditary Cardiovascular Disease,Cardiovascular
HGNC:171,ACVR1,fibrodysplasia ossificans progressiva,MONDO:0007606,Skeletal Disorders,Skeletal Disorders
HGNC:171,ACVR1A,fibrodysplasia ossificans progressiva,MONDO:0007606,Skeletal Disorders,Skeletal Disorders
HGNC:171,ACVRLK2,fibrodysplasia ossificans progressiva,MONDO:0007606,Skeletal Disorders,Skeletal Disorders
HGNC:171,ALK2,fibrodysplasia ossificans progressiva,MONDO:0007606,Skeletal Disorders,Skeletal Disorders
HGNC:171,SKR1,fibrodysplasia ossificans progressiva,MONDO:0007606,Skeletal Disorders,Skeletal Disorders
HGNC:171,ACVR1,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:171,ACVR1A,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:171,ACVRLK2,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:171,ALK2,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:171,SKR1,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:175,ACVRL1,"telangiectasia, hereditary hemorrhagic, type 2",MONDO:0010880,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:175,ACVRLK1,"telangiectasia, hereditary hemorrhagic, type 2",MONDO:0010880,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:175,ALK1,"telangiectasia, hereditary hemorrhagic, type 2",MONDO:0010880,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:175,HHT,"telangiectasia, hereditary hemorrhagic, type 2",MONDO:0010880,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:175,HHT2,"telangiectasia, hereditary hemorrhagic, type 2",MONDO:0010880,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:175,ORW2,"telangiectasia, hereditary hemorrhagic, type 2",MONDO:0010880,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:177,ACY1,aminoacylase 1 deficiency,MONDO:0012368,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:177,,aminoacylase 1 deficiency,MONDO:0012368,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:186,ADA,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency",MONDO:0007064,SCID-CID,Immunology
HGNC:186,ADA1,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency",MONDO:0007064,SCID-CID,Immunology
HGNC:1839,ADA2,deficiency of adenosine deaminase 2,MONDO:0100317,Antibody Deficiencies,Immunology
HGNC:1839,ADGF,deficiency of adenosine deaminase 2,MONDO:0100317,Antibody Deficiencies,Immunology
HGNC:1839,CECR1,deficiency of adenosine deaminase 2,MONDO:0100317,Antibody Deficiencies,Immunology
HGNC:1839,IDGFL,deficiency of adenosine deaminase 2,MONDO:0100317,Antibody Deficiencies,Immunology
HGNC:195,ADAM17,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:195,CD156B,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:195,CSVP,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:195,TACE,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:216,ADAM9,ADAM9-related retinopathy,MONDO:0800398,Retina,Ocular
HGNC:216,CORD9,ADAM9-related retinopathy,MONDO:0800398,Retina,Ocular
HGNC:216,KIAA0021,ADAM9-related retinopathy,MONDO:0800398,Retina,Ocular
HGNC:216,MCMP,ADAM9-related retinopathy,MONDO:0800398,Retina,Ocular
HGNC:216,MDC9,ADAM9-related retinopathy,MONDO:0800398,Retina,Ocular
HGNC:216,MLTNG,ADAM9-related retinopathy,MONDO:0800398,Retina,Ocular
HGNC:1366,ADAMTS13,congenital thrombotic thrombocytopenic purpura,MONDO:0010122,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:1366,C9ORF8,congenital thrombotic thrombocytopenic purpura,MONDO:0010122,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:1366,DKFZP434C2322,congenital thrombotic thrombocytopenic purpura,MONDO:0010122,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:1366,FLJ42993,congenital thrombotic thrombocytopenic purpura,MONDO:0010122,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:1366,MGC118899,congenital thrombotic thrombocytopenic purpura,MONDO:0010122,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:1366,MGC118900,congenital thrombotic thrombocytopenic purpura,MONDO:0010122,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:1366,TTP,congenital thrombotic thrombocytopenic purpura,MONDO:0010122,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:1366,VWF-CP,congenital thrombotic thrombocytopenic purpura,MONDO:0010122,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:1366,VWFCP,congenital thrombotic thrombocytopenic purpura,MONDO:0010122,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:17110,ADAMTS18,microcornea-myopic chorioretinal atrophy,MONDO:0014195,Retina,Ocular
HGNC:17110,ADAMTS21,microcornea-myopic chorioretinal atrophy,MONDO:0014195,Retina,Ocular
HGNC:17111,ADAMTS19,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:17111,,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:13202,ADAMTS9,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:13202,KIAA1312,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:225,ADAR,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:225,ADAR1,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:225,DRADA,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:225,G1P1,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:225,IFI4,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:225,ADAR,ADAR-related type 1 interferonopathy,MONDO:0700261,Leukodystrophy and Leukoencephalopathy,Neurodevelopmental Disorders
HGNC:225,ADAR1,ADAR-related type 1 interferonopathy,MONDO:0700261,Leukodystrophy and Leukoencephalopathy,Neurodevelopmental Disorders
HGNC:225,DRADA,ADAR-related type 1 interferonopathy,MONDO:0700261,Leukodystrophy and Leukoencephalopathy,Neurodevelopmental Disorders
HGNC:225,G1P1,ADAR-related type 1 interferonopathy,MONDO:0700261,Leukodystrophy and Leukoencephalopathy,Neurodevelopmental Disorders
HGNC:225,IFI4,ADAR-related type 1 interferonopathy,MONDO:0700261,Leukodystrophy and Leukoencephalopathy,Neurodevelopmental Disorders
HGNC:225,ADAR,ADAR-related type 1 interferonopathy,MONDO:0700261,Leukodystrophy and Leukoencephalopathy,Neurodevelopmental Disorders
HGNC:225,ADAR1,ADAR-related type 1 interferonopathy,MONDO:0700261,Leukodystrophy and Leukoencephalopathy,Neurodevelopmental Disorders
HGNC:225,DRADA,ADAR-related type 1 interferonopathy,MONDO:0700261,Leukodystrophy and Leukoencephalopathy,Neurodevelopmental Disorders
HGNC:225,G1P1,ADAR-related type 1 interferonopathy,MONDO:0700261,Leukodystrophy and Leukoencephalopathy,Neurodevelopmental Disorders
HGNC:225,IFI4,ADAR-related type 1 interferonopathy,MONDO:0700261,Leukodystrophy and Leukoencephalopathy,Neurodevelopmental Disorders
HGNC:25151,ADAT3,intellectual disability-strabismus syndrome,MONDO:0014119,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:25151,TAD3,intellectual disability-strabismus syndrome,MONDO:0014119,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:232,ADCY1,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:232,AC1,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:232,DFNB44,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:236,ADCY5,dyskinesia with orofacial involvement,MONDO:0031115,Cerebral Palsy,Neurodevelopmental Disorders
HGNC:236,AC5,dyskinesia with orofacial involvement,MONDO:0031115,Cerebral Palsy,Neurodevelopmental Disorders
HGNC:245,ADD3,complex neurodevelopmental disorder with motor features,MONDO:0100516,Cerebral Palsy,Neurodevelopmental Disorders
HGNC:245,ADDL,complex neurodevelopmental disorder with motor features,MONDO:0100516,Cerebral Palsy,Neurodevelopmental Disorders
HGNC:4512,ADGRG1,bilateral frontoparietal polymicrogyria,MONDO:0011738,Brain Malformations,Neurodevelopmental Disorders
HGNC:4512,GPR56,bilateral frontoparietal polymicrogyria,MONDO:0011738,Brain Malformations,Neurodevelopmental Disorders
HGNC:4512,TM7LN4,bilateral frontoparietal polymicrogyria,MONDO:0011738,Brain Malformations,Neurodevelopmental Disorders
HGNC:4512,TM7XN1,bilateral frontoparietal polymicrogyria,MONDO:0011738,Brain Malformations,Neurodevelopmental Disorders
HGNC:17416,ADGRV1,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:17416,DKFZP761P0710,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:17416,FEB4,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:17416,GPR98,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:17416,KIAA0686,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:17416,MASS1,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:17416,USH2C,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:17416,VLGR1,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:17416,ADGRV1,Usher syndrome type 2,MONDO:0016484,Hearing Loss,Hearing Loss
HGNC:17416,DKFZP761P0710,Usher syndrome type 2,MONDO:0016484,Hearing Loss,Hearing Loss
HGNC:17416,FEB4,Usher syndrome type 2,MONDO:0016484,Hearing Loss,Hearing Loss
HGNC:17416,GPR98,Usher syndrome type 2,MONDO:0016484,Hearing Loss,Hearing Loss
HGNC:17416,KIAA0686,Usher syndrome type 2,MONDO:0016484,Hearing Loss,Hearing Loss
HGNC:17416,MASS1,Usher syndrome type 2,MONDO:0016484,Hearing Loss,Hearing Loss
HGNC:17416,USH2C,Usher syndrome type 2,MONDO:0016484,Hearing Loss,Hearing Loss
HGNC:17416,VLGR1,Usher syndrome type 2,MONDO:0016484,Hearing Loss,Hearing Loss
HGNC:257,ADK,adenosine kinase deficiency,MONDO:0100255,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:257,AK,adenosine kinase deficiency,MONDO:0100255,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:15766,ADNP,ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder,MONDO:0014379,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:15766,ADNP1,ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder,MONDO:0014379,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:15766,KIAA0784,ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder,MONDO:0014379,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:282,ADRA2B,epilepsy,MONDO:0005027,Epilepsy,Neurodevelopmental Disorders
HGNC:282,ADRA2L1,epilepsy,MONDO:0005027,Epilepsy,Neurodevelopmental Disorders
HGNC:282,ADRA2RL1,epilepsy,MONDO:0005027,Epilepsy,Neurodevelopmental Disorders
HGNC:282,ADRARL1,epilepsy,MONDO:0005027,Epilepsy,Neurodevelopmental Disorders
HGNC:291,ADSL,adenylosuccinate lyase deficiency,MONDO:0007068,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:291,,adenylosuccinate lyase deficiency,MONDO:0007068,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:3776,AFF2,non-syndromic X-linked intellectual disability,MONDO:0019181,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:3776,FMR2,non-syndromic X-linked intellectual disability,MONDO:0019181,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:3776,FRAXE,non-syndromic X-linked intellectual disability,MONDO:0019181,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:18119,AFG2A,syndromic complex neurodevelopmental disorder,MONDO:0800439,Syndromic Disorders,Other
HGNC:18119,AFG2,syndromic complex neurodevelopmental disorder,MONDO:0800439,Syndromic Disorders,Other
HGNC:18119,SPAF,syndromic complex neurodevelopmental disorder,MONDO:0800439,Syndromic Disorders,Other
HGNC:18119,SPATA5,syndromic complex neurodevelopmental disorder,MONDO:0800439,Syndromic Disorders,Other
HGNC:28762,AFG2B,"hearing loss, autosomal recessive 119",MONDO:0030480,Hearing Loss,Hearing Loss
HGNC:28762,FLJ12286,"hearing loss, autosomal recessive 119",MONDO:0030480,Hearing Loss,Hearing Loss
HGNC:28762,MGC5347,"hearing loss, autosomal recessive 119",MONDO:0030480,Hearing Loss,Hearing Loss
HGNC:28762,SPATA5L1,"hearing loss, autosomal recessive 119",MONDO:0030480,Hearing Loss,Hearing Loss
HGNC:315,AFG3L2,optic atrophy 12,MONDO:0033549,Glaucoma and Neuro-Ophthalmology,Ocular
HGNC:315,SCA28,optic atrophy 12,MONDO:0033549,Glaucoma and Neuro-Ophthalmology,Ocular
HGNC:315,SPAX5,optic atrophy 12,MONDO:0033549,Glaucoma and Neuro-Ophthalmology,Ocular
HGNC:318,AGA,aspartylglucosaminuria,MONDO:0008830,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:318,ASRG,aspartylglucosaminuria,MONDO:0008830,Lysosomal Diseases,Inborn Errors of Metabolism
HGNC:26147,AGBL5,inherited retinal dystrophy,MONDO:0019118,Retina,Ocular
HGNC:26147,CCP5,inherited retinal dystrophy,MONDO:0019118,Retina,Ocular
HGNC:26147,FLJ21839,inherited retinal dystrophy,MONDO:0019118,Retina,Ocular
HGNC:21869,AGK,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:21869,FLJ10842,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:21869,MULK,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:321,AGL,glycogen storage disease III,MONDO:0009291,General Inborn Errors of Metabolism,Inborn Errors of Metabolism
HGNC:321,GDE,glycogen storage disease III,MONDO:0009291,General Inborn Errors of Metabolism,Inborn Errors of Metabolism
HGNC:3262,AGO1,complex neurodevelopmental disorder,MONDO:0100038,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:3262,EIF2C1,complex neurodevelopmental disorder,MONDO:0100038,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:3262,HAGO1,complex neurodevelopmental disorder,MONDO:0100038,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:3263,AGO2,Lessel-Kreienkamp syndrome,MONDO:0030897,Syndromic Disorders,Other
HGNC:3263,CASC7,Lessel-Kreienkamp syndrome,MONDO:0030897,Syndromic Disorders,Other
HGNC:3263,EIF2C2,Lessel-Kreienkamp syndrome,MONDO:0030897,Syndromic Disorders,Other
HGNC:3263,HAGO2,Lessel-Kreienkamp syndrome,MONDO:0030897,Syndromic Disorders,Other
HGNC:3263,LINC00980,Lessel-Kreienkamp syndrome,MONDO:0030897,Syndromic Disorders,Other
HGNC:3263,Q10,Lessel-Kreienkamp syndrome,MONDO:0030897,Syndromic Disorders,Other
HGNC:325,AGPAT2,lipodystrophy,MONDO:0006573,Monogenic Diabetes,Endocrinology
HGNC:325,BSCL,lipodystrophy,MONDO:0006573,Monogenic Diabetes,Endocrinology
HGNC:325,LPAAT-BETA,lipodystrophy,MONDO:0006573,Monogenic Diabetes,Endocrinology
HGNC:325,LPLAT2,lipodystrophy,MONDO:0006573,Monogenic Diabetes,Endocrinology
HGNC:327,AGPS,alkylglycerone-phosphate synthase deficiency,MONDO:0100274,Peroxisomal Disorders,Inborn Errors of Metabolism
HGNC:327,ADAP-S,alkylglycerone-phosphate synthase deficiency,MONDO:0100274,Peroxisomal Disorders,Inborn Errors of Metabolism
HGNC:327,ADAS,alkylglycerone-phosphate synthase deficiency,MONDO:0100274,Peroxisomal Disorders,Inborn Errors of Metabolism
HGNC:327,ADHAPS,alkylglycerone-phosphate synthase deficiency,MONDO:0100274,Peroxisomal Disorders,Inborn Errors of Metabolism
HGNC:327,ADPS,alkylglycerone-phosphate synthase deficiency,MONDO:0100274,Peroxisomal Disorders,Inborn Errors of Metabolism
HGNC:327,ALDHPSY,alkylglycerone-phosphate synthase deficiency,MONDO:0100274,Peroxisomal Disorders,Inborn Errors of Metabolism
HGNC:329,AGRN,congenital myasthenic syndrome 8,MONDO:0014052,Congenital Myopathies,Neurological Disorders
HGNC:329,AGRIN,congenital myasthenic syndrome 8,MONDO:0014052,Congenital Myopathies,Neurological Disorders
HGNC:17258,AGTPBP1,"neurodegeneration, childhood-onset, with cerebellar atrophy",MONDO:0032650,Cerebral Palsy,Neurodevelopmental Disorders
HGNC:17258,CCP1,"neurodegeneration, childhood-onset, with cerebellar atrophy",MONDO:0032650,Cerebral Palsy,Neurodevelopmental Disorders
HGNC:17258,KIAA1035,"neurodegeneration, childhood-onset, with cerebellar atrophy",MONDO:0032650,Cerebral Palsy,Neurodevelopmental Disorders
HGNC:17258,NNA1,"neurodegeneration, childhood-onset, with cerebellar atrophy",MONDO:0032650,Cerebral Palsy,Neurodevelopmental Disorders
HGNC:338,AGTR2,X-linked complex neurodevelopmental disorder,MONDO:0100148,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:338,AT2,X-linked complex neurodevelopmental disorder,MONDO:0100148,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:338,MRX88,X-linked complex neurodevelopmental disorder,MONDO:0100148,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:341,AGXT,alanine glyoxylate aminotransferase deficiency,MONDO:0100278,Peroxisomal Disorders,Inborn Errors of Metabolism
HGNC:341,AGT,alanine glyoxylate aminotransferase deficiency,MONDO:0100278,Peroxisomal Disorders,Inborn Errors of Metabolism
HGNC:341,AGT1,alanine glyoxylate aminotransferase deficiency,MONDO:0100278,Peroxisomal Disorders,Inborn Errors of Metabolism
HGNC:341,AGXT1,alanine glyoxylate aminotransferase deficiency,MONDO:0100278,Peroxisomal Disorders,Inborn Errors of Metabolism
HGNC:341,PH1,alanine glyoxylate aminotransferase deficiency,MONDO:0100278,Peroxisomal Disorders,Inborn Errors of Metabolism
HGNC:341,SER-PYRAT,alanine glyoxylate aminotransferase deficiency,MONDO:0100278,Peroxisomal Disorders,Inborn Errors of Metabolism
HGNC:341,SPAT,alanine glyoxylate aminotransferase deficiency,MONDO:0100278,Peroxisomal Disorders,Inborn Errors of Metabolism
HGNC:341,SPT,alanine glyoxylate aminotransferase deficiency,MONDO:0100278,Peroxisomal Disorders,Inborn Errors of Metabolism
HGNC:341,TLH6,alanine glyoxylate aminotransferase deficiency,MONDO:0100278,Peroxisomal Disorders,Inborn Errors of Metabolism
HGNC:343,AHCY,hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase,MONDO:0013404,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:343,ADOHCYASE,hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase,MONDO:0013404,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:343,SAHH,hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase,MONDO:0013404,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:25230,AHDC1,AHDC1-related intellectual disability - obstructive sleep apnea - mild dysmorphism syndrome,MONDO:0014358,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:25230,DJ159A19.3,AHDC1-related intellectual disability - obstructive sleep apnea - mild dysmorphism syndrome,MONDO:0014358,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:25230,RP1-159A19.1,AHDC1-related intellectual disability - obstructive sleep apnea - mild dysmorphism syndrome,MONDO:0014358,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:21575,AHI1,Joubert syndrome 3,MONDO:0012078,Brain Malformations,Neurodevelopmental Disorders
HGNC:21575,FLJ20069,Joubert syndrome 3,MONDO:0012078,Brain Malformations,Neurodevelopmental Disorders
HGNC:21575,JBTS3,Joubert syndrome 3,MONDO:0012078,Brain Malformations,Neurodevelopmental Disorders
HGNC:21575,ORF1,Joubert syndrome 3,MONDO:0012078,Brain Malformations,Neurodevelopmental Disorders
